CMDLINE python EyeTracking.py
MEM 153.777344 1452278545.8741
MEM 153.777344 1452278545.9906
MEM 153.777344 1452278546.1009
MEM 153.777344 1452278546.2126
MEM 153.777344 1452278546.3262
MEM 154.148438 1452278546.4372
MEM 154.148438 1452278546.5473
MEM 154.148438 1452278546.6646
MEM 154.148438 1452278546.7772
MEM 154.148438 1452278546.8873
MEM 154.148438 1452278546.9995
MEM 154.148438 1452278547.1098
MEM 154.148438 1452278547.2238
MEM 154.148438 1452278547.3428
MEM 154.148438 1452278547.4547
MEM 154.148438 1452278547.5720
MEM 154.152344 1452278547.6884
MEM 154.195312 1452278547.8000
MEM 154.207031 1452278547.9156
MEM 154.238281 1452278548.0330
MEM 154.238281 1452278548.1502
MEM 154.238281 1452278548.2625
MEM 154.238281 1452278548.3733
MEM 154.238281 1452278548.4846
MEM 154.238281 1452278548.6023
MEM 154.238281 1452278548.7132
MEM 154.238281 1452278548.8285
MEM 154.238281 1452278548.9402
MEM 154.238281 1452278549.0514
MEM 154.238281 1452278549.1610
MEM 154.238281 1452278549.2719
MEM 155.117188 1452278549.3861
MEM 155.117188 1452278549.5024
MEM 155.117188 1452278549.6197
MEM 155.117188 1452278549.7295
MEM 155.125000 1452278549.8392
MEM 155.167969 1452278549.9488
MEM 155.171875 1452278550.0595
MEM 155.207031 1452278550.1697
MEM 155.207031 1452278550.2820
MEM 156.085938 1452278550.3918
MEM 156.085938 1452278550.5033
MEM 156.085938 1452278550.6153
MEM 156.085938 1452278550.7252
MEM 156.085938 1452278550.8356
MEM 156.085938 1452278550.9469
MEM 156.085938 1452278551.0568
MEM 156.085938 1452278551.1665
MEM 156.085938 1452278551.2763
MEM 156.085938 1452278551.3911
MEM 156.085938 1452278551.5016
MEM 156.085938 1452278551.6135
MEM 156.085938 1452278551.7294
MEM 156.964844 1452278551.8453
MEM 156.980469 1452278551.9549
MEM 156.984375 1452278552.0652
MEM 157.035156 1452278552.1752
MEM 157.628906 1452278552.2924
MEM 157.664062 1452278552.4055
MEM 157.664062 1452278552.5169
MEM 157.664062 1452278552.6285
MEM 157.664062 1452278552.7425
MEM 157.957031 1452278552.8525
MEM 157.957031 1452278552.9639
MEM 157.957031 1452278553.0783
MEM 157.957031 1452278553.1952
MEM 157.957031 1452278553.3080
MEM 157.957031 1452278553.4186
MEM 158.289062 1452278553.5283
MEM 158.289062 1452278553.6389
MEM 158.914062 1452278553.7551
MEM 158.914062 1452278553.8677
MEM 158.914062 1452278553.9774
MEM 158.914062 1452278554.0919
MEM 158.929688 1452278554.2053
MEM 158.964844 1452278554.3212
MEM 159.843750 1452278554.4367
MEM 159.882812 1452278554.5517
MEM 159.882812 1452278554.6682
MEM 159.882812 1452278554.7847
MEM 159.882812 1452278554.8960
MEM 159.882812 1452278555.0072
MEM 159.882812 1452278555.1188
MEM 159.882812 1452278555.2292
MEM 159.882812 1452278555.3458
MEM 159.882812 1452278555.4562
MEM 159.882812 1452278555.5695
MEM 160.175781 1452278555.6826
MEM 160.175781 1452278555.7927
MEM 160.175781 1452278555.9099
MEM 160.175781 1452278556.0236
MEM 160.175781 1452278556.1342
MEM 160.175781 1452278556.2461
MEM 160.316406 1452278556.3615
MEM 160.625000 1452278556.4771
MEM 160.660156 1452278556.5881
MEM 160.664062 1452278556.7008
MEM 160.691406 1452278556.8140
MEM 160.691406 1452278556.9326
MEM 160.691406 1452278557.0434
MEM 161.277344 1452278557.1602
MEM 161.277344 1452278557.2723
MEM 161.277344 1452278557.3856
MEM 161.277344 1452278557.4969
MEM 161.277344 1452278557.6128
MEM 161.570312 1452278557.7280
MEM 161.570312 1452278557.8404
MEM 162.449219 1452278557.9513
MEM 161.277344 1452278558.0633
MEM 161.277344 1452278558.1743
MEM 161.277344 1452278558.2852
MEM 161.277344 1452278558.4001
MEM 161.277344 1452278558.5110
MEM 161.277344 1452278558.6266
MEM 162.183594 1452278558.7408
MEM 162.191406 1452278558.8533
MEM 162.226562 1452278558.9671
MEM 162.261719 1452278559.0851
MEM 162.261719 1452278559.2014
MEM 162.261719 1452278559.3182
MEM 162.261719 1452278559.4294
MEM 162.261719 1452278559.5402
MEM 162.261719 1452278559.6552
MEM 163.140625 1452278559.7673
MEM 163.140625 1452278559.8857
MEM 163.433594 1452278559.9961
MEM 163.433594 1452278560.1077
MEM 163.433594 1452278560.2188
MEM 163.433594 1452278560.3308
MEM 163.433594 1452278560.4422
MEM 163.433594 1452278560.5540
MEM 163.433594 1452278560.6642
MEM 163.433594 1452278560.7749
MEM 163.433594 1452278560.8858
MEM 163.449219 1452278560.9963
MEM 164.101562 1452278561.1095
MEM 164.113281 1452278561.2264
MEM 164.441406 1452278561.3371
MEM 164.441406 1452278561.4484
MEM 164.734375 1452278561.5582
MEM 164.734375 1452278561.6699
MEM 164.734375 1452278561.7885
MEM 164.734375 1452278561.9004
MEM 164.734375 1452278562.0108
MEM 164.734375 1452278562.1207
MEM 164.734375 1452278562.2315
MEM 165.613281 1452278562.3452
MEM 165.613281 1452278562.4592
MEM 165.613281 1452278562.5711
MEM 165.613281 1452278562.6821
MEM 165.613281 1452278562.7934
MEM 165.613281 1452278562.9049
MEM 165.613281 1452278563.0176
MEM 165.613281 1452278563.1301
MEM 165.625000 1452278563.2421
MEM 165.820312 1452278563.3535
MEM 165.832031 1452278563.4668
MEM 165.867188 1452278563.5834
MEM 165.867188 1452278563.6938
MEM 165.867188 1452278563.8040
MEM 166.160156 1452278563.9170
MEM 166.160156 1452278564.0287
MEM 166.246094 1452278564.1403
MEM 166.246094 1452278564.2520
MEM 166.539062 1452278564.3673
MEM 166.539062 1452278564.4771
MEM 166.539062 1452278564.5905
MEM 166.539062 1452278564.7031
MEM 166.539062 1452278564.8138
MEM 166.539062 1452278564.9298
MEM 166.832031 1452278565.0459
MEM 166.832031 1452278565.1600
MEM 166.832031 1452278565.2710
MEM 167.460938 1452278565.3823
MEM 167.460938 1452278565.4934
MEM 167.460938 1452278565.6040
MEM 167.460938 1452278565.7155
MEM 167.460938 1452278565.8284
MEM 167.460938 1452278565.9406
MEM 167.460938 1452278566.0514
MEM 167.460938 1452278566.1618
MEM 167.460938 1452278566.2788
MEM 167.460938 1452278566.3903
MEM 168.339844 1452278566.5029
MEM 169.218750 1452278566.6214
MEM 169.218750 1452278566.7366
MEM 169.218750 1452278566.8465
MEM 169.218750 1452278566.9563
MEM 169.218750 1452278567.0673
MEM 169.511719 1452278567.1780
MEM 169.511719 1452278567.2897
MEM 169.511719 1452278567.4015
MEM 169.511719 1452278567.5129
MEM 169.511719 1452278567.6286
MEM 169.511719 1452278567.7397
MEM 169.511719 1452278567.8514
MEM 169.511719 1452278567.9629
MEM 169.511719 1452278568.0744
MEM 169.511719 1452278568.1851
MEM 169.765625 1452278568.3009
MEM 169.804688 1452278568.4157
MEM 169.804688 1452278568.5269
MEM 169.804688 1452278568.6374
MEM 169.804688 1452278568.7545
MEM 169.804688 1452278568.8670
MEM 169.804688 1452278568.9797
MEM 169.804688 1452278569.0895
MEM 170.097656 1452278569.2008
MEM 170.097656 1452278569.3130
MEM 170.097656 1452278569.4243
MEM 170.390625 1452278569.5371
MEM 170.390625 1452278569.6534
MEM 170.390625 1452278569.7700
MEM 170.390625 1452278569.8801
MEM 170.390625 1452278569.9910
MEM 170.390625 1452278570.1026
MEM 170.390625 1452278570.2130
MEM 170.976562 1452278570.3234
MEM 170.976562 1452278570.4356
MEM 170.976562 1452278570.5493
MEM 171.269531 1452278570.6641
MEM 171.269531 1452278570.7814
MEM 171.269531 1452278570.8918
MEM 171.523438 1452278571.0077
MEM 171.562500 1452278571.1193
MEM 171.562500 1452278571.2304
MEM 171.562500 1452278571.3420
MEM 171.562500 1452278571.4526
MEM 171.562500 1452278571.5629
MEM 171.562500 1452278571.6822
MEM 171.562500 1452278571.7984
MEM 171.562500 1452278571.9166
MEM 171.855469 1452278572.0338
MEM 171.855469 1452278572.1438
MEM 171.855469 1452278572.2561
MEM 172.148438 1452278572.3686
MEM 172.148438 1452278572.4795
MEM 172.148438 1452278572.5894
MEM 172.441406 1452278572.7064
MEM 172.441406 1452278572.8179
MEM 172.441406 1452278572.9295
MEM 172.734375 1452278573.0448
MEM 172.734375 1452278573.1559
MEM 172.734375 1452278573.2741
MEM 172.734375 1452278573.3878
MEM 173.027344 1452278573.4985
MEM 173.027344 1452278573.6104
MEM 173.027344 1452278573.7226
MEM 173.027344 1452278573.8331
MEM 173.281250 1452278573.9428
MEM 173.367188 1452278574.0543
MEM 173.367188 1452278574.1651
MEM 173.660156 1452278574.2809
MEM 173.660156 1452278574.3930
MEM 173.660156 1452278574.5045
MEM 173.718750 1452278574.6174
MEM 173.718750 1452278574.7288
MEM 174.011719 1452278574.8399
MEM 174.140625 1452278574.9502
MEM 174.140625 1452278575.0672
MEM 174.140625 1452278575.1808
MEM 174.433594 1452278575.2968
MEM 174.433594 1452278575.4068
MEM 174.726562 1452278575.5176
MEM 174.726562 1452278575.6403
MEM 174.726562 1452278575.7545
MEM 174.726562 1452278575.8709
MEM 174.726562 1452278575.9865
MEM 174.726562 1452278576.0977
MEM 174.890625 1452278576.2128
MEM 174.890625 1452278576.3277
MEM 174.890625 1452278576.4456
MEM 175.183594 1452278576.5626
MEM 175.183594 1452278576.6733
MEM 175.183594 1452278576.7917
MEM 175.183594 1452278576.9085
MEM 175.476562 1452278577.0201
MEM 175.476562 1452278577.1365
MEM 175.847656 1452278577.2544
MEM 175.847656 1452278577.3643
MEM 175.847656 1452278577.4798
MEM 175.847656 1452278577.5957
MEM 175.851562 1452278577.7060
MEM 176.160156 1452278577.8208
MEM 176.199219 1452278577.9313
MEM 176.199219 1452278578.0415
MEM 176.453125 1452278578.1580
MEM 176.523438 1452278578.2693
MEM 176.523438 1452278578.3847
MEM 176.777344 1452278578.4943
MEM 176.816406 1452278578.6044
MEM 177.109375 1452278578.7168
MEM 177.109375 1452278578.8272
MEM 177.109375 1452278578.9381
MEM 177.109375 1452278579.0543
MEM 177.109375 1452278579.1706
MEM 177.203125 1452278579.2821
MEM 177.585938 1452278579.3923
MEM 177.585938 1452278579.5083
MEM 177.585938 1452278579.6217
MEM 177.585938 1452278579.7338
MEM 177.585938 1452278579.8489
MEM 178.015625 1452278579.9594
MEM 178.027344 1452278580.0696
MEM 178.054688 1452278580.1853
MEM 178.058594 1452278580.3016
MEM 178.105469 1452278580.4133
MEM 178.359375 1452278580.5272
MEM 178.429688 1452278580.6394
MEM 178.429688 1452278580.7512
MEM 178.429688 1452278580.8622
MEM 178.429688 1452278580.9728
MEM 178.738281 1452278581.0834
MEM 178.738281 1452278581.1984
MEM 178.738281 1452278581.3146
MEM 179.031250 1452278581.4248
MEM 179.031250 1452278581.5370
MEM 179.175781 1452278581.6506
MEM 179.175781 1452278581.7605
MEM 179.175781 1452278581.8731
MEM 179.468750 1452278581.9850
MEM 179.468750 1452278582.0950
MEM 179.468750 1452278582.2070
MEM 179.468750 1452278582.3195
MEM 179.773438 1452278582.4302
MEM 179.773438 1452278582.5412
MEM 179.812500 1452278582.6583
MEM 180.113281 1452278582.7686
MEM 180.144531 1452278582.8809
MEM 180.562500 1452278582.9929
MEM 180.562500 1452278583.1039
MEM 180.562500 1452278583.2153
MEM 180.562500 1452278583.3283
MEM 180.953125 1452278583.4387
MEM 180.953125 1452278583.5525
MEM 180.953125 1452278583.6639
MEM 180.953125 1452278583.7735
MEM 180.953125 1452278583.8842
MEM 181.339844 1452278583.9961
MEM 181.339844 1452278584.1059
MEM 181.339844 1452278584.2185
MEM 181.339844 1452278584.3302
MEM 181.593750 1452278584.4398
MEM 181.730469 1452278584.5518
MEM 181.730469 1452278584.6640
MEM 181.730469 1452278584.7762
MEM 181.746094 1452278584.8900
MEM 181.750000 1452278585.0005
MEM 182.074219 1452278585.1122
MEM 182.085938 1452278585.2222
MEM 182.558594 1452278585.3340
MEM 182.558594 1452278585.4463
MEM 182.558594 1452278585.5558
MEM 182.558594 1452278585.6673
MEM 182.949219 1452278585.7790
MEM 182.949219 1452278585.8912
MEM 182.949219 1452278586.0028
MEM 182.949219 1452278586.1144
MEM 182.949219 1452278586.2269
MEM 183.339844 1452278586.3393
MEM 183.339844 1452278586.4564
MEM 183.339844 1452278586.5733
MEM 183.339844 1452278586.6903
MEM 183.339844 1452278586.8013
MEM 183.339844 1452278586.9132
MEM 183.632812 1452278587.0309
MEM 183.632812 1452278587.1463
MEM 183.632812 1452278587.2618
MEM 183.937500 1452278587.3743
MEM 183.937500 1452278587.4866
MEM 183.980469 1452278587.5976
MEM 184.199219 1452278587.7116
MEM 184.234375 1452278587.8280
MEM 184.234375 1452278587.9420
MEM 184.328125 1452278588.0546
MEM 184.621094 1452278588.1645
MEM 184.621094 1452278588.2773
MEM 184.914062 1452278588.3886
MEM 185.207031 1452278588.4985
MEM 185.207031 1452278588.6106
MEM 185.207031 1452278588.7226
MEM 185.207031 1452278588.8351
MEM 185.207031 1452278588.9464
MEM 185.460938 1452278589.0567
MEM 185.597656 1452278589.1685
MEM 185.597656 1452278589.2785
MEM 185.597656 1452278589.3904
MEM 185.597656 1452278589.5008
MEM 185.597656 1452278589.6137
MEM 185.890625 1452278589.7268
MEM 185.890625 1452278589.8398
MEM 186.199219 1452278589.9566
MEM 186.207031 1452278590.0724
MEM 186.238281 1452278590.1844
MEM 186.398438 1452278590.3027
MEM 186.437500 1452278590.4144
MEM 186.437500 1452278590.5279
MEM 186.503906 1452278590.6484
MEM 186.503906 1452278590.7679
MEM 186.503906 1452278590.8812
MEM 186.832031 1452278590.9978
MEM 186.832031 1452278591.1118
MEM 186.832031 1452278591.2249
MEM 186.832031 1452278591.3391
MEM 187.125000 1452278591.4491
MEM 187.125000 1452278591.5629
MEM 187.125000 1452278591.6735
MEM 187.417969 1452278591.7845
MEM 187.417969 1452278591.8955
MEM 187.417969 1452278592.0071
MEM 187.554688 1452278592.1189
MEM 187.554688 1452278592.2293
MEM 187.554688 1452278592.3414
MEM 187.847656 1452278592.4514
MEM 187.847656 1452278592.5635
MEM 187.847656 1452278592.6748
MEM 188.156250 1452278592.7890
MEM 188.164062 1452278592.9001
MEM 188.199219 1452278593.0120
MEM 188.496094 1452278593.1246
MEM 188.531250 1452278593.2362
MEM 188.531250 1452278593.3488
MEM 188.824219 1452278593.4595
MEM 188.824219 1452278593.5709
MEM 189.199219 1452278593.6826
MEM 189.199219 1452278593.7952
MEM 189.199219 1452278593.9054
MEM 189.199219 1452278594.0175
MEM 189.199219 1452278594.1362
MEM 189.199219 1452278594.2482
MEM 189.492188 1452278594.3582
MEM 189.492188 1452278594.4703
MEM 189.492188 1452278594.5826
MEM 189.492188 1452278594.6942
MEM 189.785156 1452278594.8152
MEM 189.785156 1452278594.9300
MEM 189.960938 1452278595.0418
MEM 189.960938 1452278595.1516
MEM 189.960938 1452278595.2637
MEM 189.992188 1452278595.3756
MEM 190.285156 1452278595.4891
MEM 190.320312 1452278595.6002
MEM 190.613281 1452278595.7106
MEM 190.652344 1452278595.8229
MEM 190.652344 1452278595.9329
MEM 191.007812 1452278596.0447
MEM 191.007812 1452278596.1611
MEM 191.007812 1452278596.2718
MEM 191.007812 1452278596.3841
MEM 191.007812 1452278596.4947
MEM 191.320312 1452278596.6064
MEM 191.320312 1452278596.7163
MEM 191.320312 1452278596.8288
MEM 191.613281 1452278596.9393
MEM 191.613281 1452278597.0501
MEM 191.769531 1452278597.1652
MEM 191.769531 1452278597.2775
MEM 192.062500 1452278597.3947
MEM 192.062500 1452278597.5055
MEM 192.097656 1452278597.6184
MEM 192.097656 1452278597.7284
MEM 192.097656 1452278597.8399
MEM 192.390625 1452278597.9500
MEM 192.410156 1452278598.0611
MEM 192.417969 1452278598.1715
MEM 192.484375 1452278598.2832
MEM 192.781250 1452278598.3987
MEM 192.816406 1452278598.5117
MEM 193.109375 1452278598.6227
MEM 193.109375 1452278598.7334
MEM 193.109375 1452278598.8449
MEM 193.109375 1452278598.9556
MEM 193.109375 1452278599.0730
MEM 193.437500 1452278599.1905
MEM 193.437500 1452278599.3080
MEM 193.437500 1452278599.4205
MEM 193.730469 1452278599.5303
MEM 193.730469 1452278599.6411
MEM 194.093750 1452278599.7517
MEM 194.093750 1452278599.8642
MEM 194.093750 1452278599.9741
MEM 194.093750 1452278600.0862
MEM 194.476562 1452278600.1964
MEM 194.476562 1452278600.3141
MEM 194.476562 1452278600.4275
MEM 194.476562 1452278600.5399
MEM 194.476562 1452278600.6574
MEM 194.488281 1452278600.7699
MEM 194.558594 1452278600.8804
MEM 194.886719 1452278600.9918
MEM 194.894531 1452278601.1035
MEM 195.218750 1452278601.2144
MEM 195.218750 1452278601.3248
MEM 195.218750 1452278601.4355
MEM 195.218750 1452278601.5472
MEM 195.218750 1452278601.6627
MEM 195.218750 1452278601.7754
MEM 195.218750 1452278601.8891
MEM 195.472656 1452278601.9998
MEM 195.550781 1452278602.1126
MEM 196.062500 1452278602.2291
MEM 196.187500 1452278602.3407
MEM 196.187500 1452278602.4518
MEM 196.187500 1452278602.5642
MEM 196.187500 1452278602.6749
MEM 196.187500 1452278602.7888
MEM 196.187500 1452278602.9006
MEM 196.187500 1452278603.0131
MEM 196.187500 1452278603.1294
MEM 196.187500 1452278603.2421
MEM 196.187500 1452278603.3530
MEM 196.242188 1452278603.4697
MEM 196.242188 1452278603.5795
MEM 196.242188 1452278603.6922
MEM 196.261719 1452278603.8104
MEM 196.554688 1452278603.9227
MEM 196.554688 1452278604.0344
MEM 196.554688 1452278604.1472
MEM 196.609375 1452278604.2604
MEM 196.902344 1452278604.3712
MEM 196.902344 1452278604.4847
MEM 196.902344 1452278604.5951
MEM 196.917969 1452278604.7065
MEM 197.210938 1452278604.8175
MEM 197.210938 1452278604.9288
MEM 197.210938 1452278605.0447
MEM 197.250000 1452278605.1566
MEM 197.250000 1452278605.2688
MEM 197.542969 1452278605.3826
MEM 197.542969 1452278605.4935
MEM 197.542969 1452278605.6082
MEM 197.578125 1452278605.7197
MEM 197.871094 1452278605.8316
MEM 197.871094 1452278605.9427
MEM 197.871094 1452278606.0543
MEM 197.906250 1452278606.1664
MEM 198.203125 1452278606.2789
MEM 198.203125 1452278606.3895
MEM 198.203125 1452278606.5010
MEM 198.257812 1452278606.6136
MEM 198.257812 1452278606.7246
MEM 198.550781 1452278606.8394
MEM 198.550781 1452278606.9506
MEM 198.550781 1452278607.0643
MEM 198.605469 1452278607.1823
MEM 198.605469 1452278607.2982
MEM 198.898438 1452278607.4146
MEM 198.898438 1452278607.5274
MEM 198.898438 1452278607.6408
MEM 198.953125 1452278607.7581
MEM 198.953125 1452278607.8692
MEM 199.246094 1452278607.9868
MEM 199.246094 1452278608.1055
MEM 199.246094 1452278608.2239
MEM 199.246094 1452278608.3372
MEM 199.300781 1452278608.4489
MEM 199.593750 1452278608.5652
MEM 199.593750 1452278608.6838
MEM 199.593750 1452278608.7968
MEM 199.648438 1452278608.9095
MEM 199.648438 1452278609.0211
MEM 199.941406 1452278609.1313
MEM 199.941406 1452278609.2440
MEM 199.941406 1452278609.3605
MEM 200.000000 1452278609.4715
MEM 200.292969 1452278609.5825
MEM 200.292969 1452278609.6943
MEM 200.292969 1452278609.8111
MEM 200.347656 1452278609.9216
MEM 200.640625 1452278610.0322
MEM 200.640625 1452278610.1420
MEM 201.226562 1452278610.2543
MEM 201.226562 1452278610.3651
MEM 201.226562 1452278610.4800
MEM 201.226562 1452278610.5907
MEM 201.226562 1452278610.7011
MEM 201.226562 1452278610.8136
MEM 201.699219 1452278610.9235
MEM 201.699219 1452278611.0351
MEM 201.699219 1452278611.1449
MEM 201.699219 1452278611.2568
MEM 201.992188 1452278611.3682
MEM 201.992188 1452278611.4803
MEM 201.992188 1452278611.5946
MEM 202.285156 1452278611.7050
MEM 202.285156 1452278611.8170
MEM 202.285156 1452278611.9293
MEM 202.285156 1452278612.0469
MEM 202.578125 1452278612.1574
MEM 202.578125 1452278612.2682
MEM 203.039062 1452278612.3805
MEM 203.039062 1452278612.4917
MEM 203.039062 1452278612.6045
MEM 203.039062 1452278612.7227
MEM 203.039062 1452278612.8384
MEM 203.390625 1452278612.9571
MEM 204.269531 1452278613.0675
MEM 204.269531 1452278613.1800
MEM 204.269531 1452278613.2960
MEM 204.269531 1452278613.4119
MEM 204.269531 1452278613.5292
MEM 204.269531 1452278613.6399
MEM 204.269531 1452278613.7515
MEM 204.269531 1452278613.8618
MEM 204.269531 1452278613.9728
MEM 204.269531 1452278614.0887
MEM 204.289062 1452278614.2013
MEM 204.289062 1452278614.3158
MEM 204.289062 1452278614.4268
MEM 204.582031 1452278614.5377
MEM 204.582031 1452278614.6477
MEM 204.582031 1452278614.7600
MEM 205.167969 1452278614.8695
MEM 205.167969 1452278614.9820
MEM 205.167969 1452278615.0922
MEM 205.167969 1452278615.2034
MEM 205.167969 1452278615.3148
MEM 205.167969 1452278615.4269
MEM 205.167969 1452278615.5377
MEM 205.167969 1452278615.6509
MEM 205.167969 1452278615.7645
MEM 205.167969 1452278615.8743
MEM 205.167969 1452278615.9852
MEM 205.167969 1452278616.0997
MEM 205.789062 1452278616.2101
MEM 205.789062 1452278616.3227
MEM 205.789062 1452278616.4368
MEM 205.789062 1452278616.5481
MEM 205.789062 1452278616.6593
MEM 205.789062 1452278616.7689
MEM 205.789062 1452278616.8814
MEM 205.789062 1452278616.9971
MEM 205.789062 1452278617.1100
MEM 205.789062 1452278617.2252
MEM 205.789062 1452278617.3359
MEM 206.667969 1452278617.4463
MEM 206.667969 1452278617.5563
MEM 207.253906 1452278617.6707
MEM 207.253906 1452278617.7868
MEM 207.253906 1452278617.8993
MEM 207.253906 1452278618.0098
MEM 207.253906 1452278618.1242
MEM 207.253906 1452278618.2359
MEM 207.253906 1452278618.3457
MEM 207.253906 1452278618.4577
MEM 207.546875 1452278618.5683
MEM 207.546875 1452278618.6814
MEM 207.839844 1452278618.7947
MEM 207.839844 1452278618.9069
MEM 207.839844 1452278619.0170
MEM 207.839844 1452278619.1284
MEM 208.132812 1452278619.2394
MEM 208.132812 1452278619.3559
MEM 208.132812 1452278619.4732
MEM 208.132812 1452278619.5930
MEM 208.445312 1452278619.7055
MEM 208.445312 1452278619.8158
MEM 208.445312 1452278619.9266
MEM 208.445312 1452278620.0367
MEM 208.757812 1452278620.1533
MEM 208.757812 1452278620.2714
MEM 208.757812 1452278620.3879
MEM 208.757812 1452278620.5024
MEM 209.070312 1452278620.6143
MEM 209.070312 1452278620.7261
MEM 209.070312 1452278620.8398
MEM 209.070312 1452278620.9554
MEM 209.382812 1452278621.0680
MEM 209.382812 1452278621.1799
MEM 209.382812 1452278621.2916
MEM 209.382812 1452278621.4024
MEM 209.699219 1452278621.5149
MEM 209.699219 1452278621.6256
MEM 209.699219 1452278621.7369
MEM 209.699219 1452278621.8485
MEM 210.050781 1452278621.9613
MEM 210.058594 1452278622.0773
MEM 210.089844 1452278622.1888
MEM 210.421875 1452278622.3020
MEM 210.421875 1452278622.4164
MEM 210.421875 1452278622.5342
MEM 211.066406 1452278622.6481
MEM 211.066406 1452278622.7590
MEM 211.066406 1452278622.8704
MEM 211.066406 1452278622.9808
MEM 211.066406 1452278623.0907
MEM 211.066406 1452278623.2024
MEM 211.066406 1452278623.3151
MEM 211.066406 1452278623.4252
MEM 211.066406 1452278623.5370
MEM 211.066406 1452278623.6478
MEM 211.945312 1452278623.7626
MEM 211.945312 1452278623.8737
MEM 211.945312 1452278623.9889
MEM 211.945312 1452278624.1029
MEM 211.945312 1452278624.2186
MEM 212.257812 1452278624.3289
MEM 212.257812 1452278624.4400
MEM 212.257812 1452278624.5503
MEM 212.257812 1452278624.6625
MEM 212.550781 1452278624.7732
MEM 212.562500 1452278624.8905
MEM 212.566406 1452278625.0029
MEM 212.656250 1452278625.1132
MEM 212.695312 1452278625.2295
MEM 212.703125 1452278625.3398
MEM 212.738281 1452278625.4503
MEM 213.050781 1452278625.5624
MEM 213.050781 1452278625.6731
MEM 213.050781 1452278625.7892
MEM 213.050781 1452278625.9013
MEM 213.304688 1452278626.0158
MEM 213.343750 1452278626.1266
MEM 213.343750 1452278626.2366
MEM 213.425781 1452278626.3473
MEM 213.425781 1452278626.4597
MEM 213.718750 1452278626.5724
MEM 213.718750 1452278626.6835
MEM 213.800781 1452278626.7990
MEM 213.800781 1452278626.9109
MEM 213.800781 1452278627.0226
MEM 214.093750 1452278627.1338
MEM 214.093750 1452278627.2495
MEM 214.171875 1452278627.3687
MEM 214.171875 1452278627.4887
MEM 214.171875 1452278627.6062
MEM 214.464844 1452278627.7246
MEM 214.464844 1452278627.8431
MEM 214.464844 1452278627.9575
MEM 214.566406 1452278628.0750
MEM 214.566406 1452278628.1857
MEM 214.835938 1452278628.2988
MEM 214.875000 1452278628.4118
MEM 214.910156 1452278628.5228
MEM 215.019531 1452278628.6333
MEM 215.058594 1452278628.7446
MEM 215.351562 1452278628.8556
MEM 215.351562 1452278628.9689
MEM 215.519531 1452278629.0790
MEM 215.519531 1452278629.1899
MEM 215.519531 1452278629.3076
MEM 215.812500 1452278629.4194
MEM 215.812500 1452278629.5302
MEM 215.894531 1452278629.6420
MEM 215.894531 1452278629.7524
MEM 215.894531 1452278629.8639
MEM 216.187500 1452278629.9775
MEM 216.187500 1452278630.0884
MEM 216.269531 1452278630.1983
MEM 216.269531 1452278630.3101
MEM 216.562500 1452278630.4218
MEM 216.562500 1452278630.5330
MEM 216.652344 1452278630.6439
MEM 216.652344 1452278630.7563
MEM 216.652344 1452278630.8674
MEM 216.964844 1452278630.9783
MEM 216.964844 1452278631.0907
MEM 216.964844 1452278631.2036
MEM 216.964844 1452278631.3187
MEM 216.980469 1452278631.4355
MEM 217.273438 1452278631.5519
MEM 217.277344 1452278631.6663
MEM 217.308594 1452278631.7801
MEM 217.605469 1452278631.8899
MEM 217.613281 1452278632.0008
MEM 217.777344 1452278632.1126
MEM 217.777344 1452278632.2240
MEM 217.777344 1452278632.3407
MEM 217.777344 1452278632.4538
MEM 218.656250 1452278632.5714
MEM 218.656250 1452278632.6845
MEM 218.656250 1452278632.8016
MEM 218.656250 1452278632.9216
MEM 218.656250 1452278633.0392
MEM 218.656250 1452278633.1561
MEM 218.656250 1452278633.2667
MEM 218.656250 1452278633.3810
MEM 218.656250 1452278633.4985
MEM 218.656250 1452278633.6094
MEM 218.656250 1452278633.7209
MEM 218.656250 1452278633.8385
MEM 218.656250 1452278633.9502
MEM 218.656250 1452278634.0637
MEM 218.656250 1452278634.1894
MEM 218.656250 1452278634.3012
MEM 218.656250 1452278634.4224
MEM 218.656250 1452278634.5386
MEM 218.656250 1452278634.6509
MEM 218.656250 1452278634.7685
MEM 219.535156 1452278634.8861
MEM 219.535156 1452278634.9970
MEM 219.546875 1452278635.1074
MEM 219.546875 1452278635.2221
MEM 219.554688 1452278635.3334
MEM 219.589844 1452278635.4455
MEM 219.593750 1452278635.5610
MEM 219.625000 1452278635.6722
MEM 219.625000 1452278635.7855
MEM 220.503906 1452278635.9019
MEM 220.503906 1452278636.0118
MEM 221.089844 1452278636.1239
MEM 221.089844 1452278636.2340
MEM 221.089844 1452278636.3452
MEM 221.089844 1452278636.4566
MEM 221.089844 1452278636.5664
MEM 221.089844 1452278636.6780
MEM 221.089844 1452278636.7881
MEM 221.089844 1452278636.8995
MEM 221.382812 1452278637.0097
MEM 221.382812 1452278637.1216
MEM 221.382812 1452278637.2319
MEM 221.382812 1452278637.3443
MEM 221.675781 1452278637.4567
MEM 221.675781 1452278637.5682
MEM 221.675781 1452278637.6786
MEM 221.675781 1452278637.7939
MEM 221.968750 1452278637.9040
MEM 221.968750 1452278638.0162
MEM 222.367188 1452278638.1259
MEM 222.367188 1452278638.2360
MEM 222.367188 1452278638.3514
MEM 222.382812 1452278638.4629
